tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound
@adoreschoni Oh ffs... I was just about to say I was emotionally fine with everything choni going on... and now this pops up in my time line... back to tears I go,False,en,1,0,2021-02-26 18:05:00,1365362243802652675,"['oh', 'ffs', 'say', 'emotionally', 'fine', 'everything', 'choni', 'going', 'pops', 'time', 'line', 'back', 'tears', 'go']",oh ffs say emotionally fine everything choni going pops time line back tears go,0.062,0.879,0.059,-0.0258,0.062,0.879,0.059,-0.0258,0.062,0.879,0.059,-0.0258,0.062,0.879,0.059,-0.0258,0.062,0.879,0.059,-0.0258
"Idc what anyone says, choni is endgame. Bye",False,en,1,0,2021-02-26 18:03:11,1365361787416248327,"['idc', 'anyone', 'says', 'choni', 'endgame', 'bye']",idc anyone says choni endgame bye,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@adoreschoni and it better be a 0.1 second peck like the choni ones.,False,en,1,0,2021-02-26 18:02:58,1365361731371995141,"['better', '0', '1', 'second', 'peck', 'like', 'choni', 'ones']",better 0 1 second peck like choni ones,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597,0.0,0.649,0.351,0.6597
i wouldn’t mind this actually... pretty sure tabitha would be cheryl’s type BUT choni forever 😭 https://t.co/VGyIebYHXx,True,en,4,0,2021-02-26 18:02:02,1365361494637105157,"['mind', 'actually', 'pretty', 'sure', 'tabitha', 'would', 'cheryl', 'type', 'choni', 'forever']",mind actually pretty sure tabitha would cheryl type choni forever,0.0,0.776,0.224,0.4118,0.0,0.776,0.224,0.4118,0.0,0.776,0.224,0.4118,0.0,0.776,0.224,0.4118,0.0,0.776,0.224,0.4118
@chxrylpetsch Ikr 😭 the fact toni is like most definitely gonna see it too but choni is end game and if they don't get back together in season 5 writers will have a war on their handss,False,en,3,0,2021-02-26 18:00:20,1365361067166232577,"['ikr', 'fact', 'toni', 'like', 'definitely', 'gonna', 'see', 'choni', 'end', 'game', 'get', 'back', 'together', 'season', '5', 'writers', 'war', 'handss']",ikr fact toni like definitely gonna see choni end game get back together season 5 writers war handss,0.133,0.773,0.093,-0.5579,0.133,0.773,0.093,-0.5579,0.133,0.773,0.093,-0.5579,0.133,0.773,0.093,-0.5579,0.133,0.773,0.093,-0.5579
OKAY SO BASICALLY i had just finished watching 5x08 but i can’t rlly remember much from that ep except CHONI SCENES WHICH WERE REALLY CUTE and then the 5x09 promo came on AND IT WAS OF VERONICA CLOSING THE PEMBROOKE DOOR AND THEN IT FLASHED TO HER AND ARCHIE MAKING OUT+ https://t.co/Galey4FxKP,True,en,5,0,2021-02-26 17:59:22,1365360825469435906,"['okay', 'basically', 'finished', 'watching', '5x08', 'rlly', 'remember', 'much', 'ep', 'except', 'choni', 'scenes', 'really', 'cute', '5x09', 'promo', 'came', 'veronica', 'closing', 'pembrooke', 'door', 'flashed', 'archie', 'making']",okay basically finished watching 5x08 rlly remember much ep except choni scenes really cute 5x09 promo came veronica closing pembrooke door flashed archie making,0.0,0.85,0.15,0.8575,0.0,0.85,0.15,0.8575,0.0,0.85,0.15,0.8575,0.0,0.85,0.15,0.8575,0.0,0.85,0.15,0.8575
@choniswitches2 EXACTLY CAUSE ITS ALL ABOUT TENSIK AND ANGST FOR CHONI. LIKEE my bets is either cheryl kisses a stranger for payback for somthing toni does to her 🤷🏼‍♀️ orrr someone goes to kiss cheryl toni sees it cheryl will pull away out of the kiss but tonindoesnt see her pull away etc.,False,en,13,0,2021-02-26 17:58:55,1365360710901981185,"['exactly', 'cause', 'tensik', 'angst', 'choni', 'likee', 'bets', 'either', 'cheryl', 'kisses', 'stranger', 'payback', 'somthing', 'toni', 'orrr', 'someone', 'goes', 'kiss', 'cheryl', 'toni', 'sees', 'cheryl', 'pull', 'away', 'kiss', 'tonindoesnt', 'see', 'pull', 'away', 'etc']",exactly cause tensik angst choni likee bets either cheryl kisses stranger payback somthing toni orrr someone goes kiss cheryl toni sees cheryl pull away kiss tonindoesnt see pull away etc,0.0,0.892,0.108,0.6059,0.0,0.892,0.108,0.6059,0.0,0.892,0.108,0.6059,0.0,0.892,0.108,0.6059,0.0,0.892,0.108,0.6059
Are you talking about the tension from choni? — Yesssss. They’ve been building tension and now Cheryl is gonna kiss someone else  https://t.co/r8cFkmE03a,False,en,1,0,2021-02-26 17:58:48,1365360681877463046,"['talking', 'tension', 'choni', 'yesssss', 'building', 'tension', 'cheryl', 'gonna', 'kiss', 'someone', 'else']",talking tension choni yesssss building tension cheryl gonna kiss someone else,0.174,0.72,0.106,-0.2023,0.174,0.72,0.106,-0.2023,0.174,0.72,0.106,-0.2023,0.174,0.72,0.106,-0.2023,0.174,0.72,0.106,-0.2023
I think it’s time for me to change my username back to a choni one,False,en,1,0,2021-02-26 17:58:32,1365360616366514177,"['think', 'time', 'change', 'username', 'back', 'choni', 'one']",think time change username back choni one,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @tonistopazz: choni recreate this challenge https://t.co/BLUDUTbkaJ,False,en,0,1,2021-02-26 17:57:56,1365360464226582535,"['choni', 'recreate', 'challenge']",choni recreate challenge,0.0,0.814,0.186,0.0964,0.0,0.814,0.186,0.0964,0.0,0.814,0.186,0.0964,0.0,0.814,0.186,0.0964,0.0,0.814,0.186,0.0964
i don’t even know who this is but it is very beautiful... choni when? https://t.co/0NcnXAR6n4,False,en,141,17,2021-02-26 17:56:55,1365360210018205697,"['even', 'know', 'beautiful', 'choni']",even know beautiful choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"so in 5x07 the synopsis said there’s gonna be tension between choni, so maybe cheryl pushes toni away as much as possible and basically throws herself onto minerva but then in 5x08 cheryl realised that she really fucked up and goes to talk to toni about everything 1/2",False,en,27,0,2021-02-26 17:56:17,1365360048449413123,"['5x07', 'synopsis', 'said', 'gonna', 'tension', 'choni', 'maybe', 'cheryl', 'pushes', 'toni', 'away', 'much', 'possible', 'basically', 'throws', 'onto', 'minerva', '5x08', 'cheryl', 'realised', 'really', 'fucked', 'goes', 'talk', 'toni', 'everything', '1', '2']",5x07 synopsis said gonna tension choni maybe cheryl pushes toni away much possible basically throws onto minerva 5x08 cheryl realised really fucked goes talk toni everything 1 2,0.151,0.849,0.0,-0.8477,0.151,0.849,0.0,-0.8477,0.151,0.849,0.0,-0.8477,0.151,0.849,0.0,-0.8477,0.151,0.849,0.0,-0.8477
@robynchoni minerva seems like a flirtatious person so thats why i could see her trying to seduce cheryl,False,en,1,0,2021-02-26 17:55:58,1365359968946421765,"['minerva', 'seems', 'like', 'flirtatious', 'person', 'thats', 'could', 'see', 'trying', 'seduce', 'cheryl']",minerva seems like flirtatious person thats could see trying seduce cheryl,0.0,0.778,0.222,0.4588,0.0,0.778,0.222,0.4588,0.0,0.778,0.222,0.4588,0.0,0.778,0.222,0.4588,0.0,0.778,0.222,0.4588
i need see this moment🍒❤️ #Riverdale #RiverdaleSeason5 #RiverdaleRP #choni @madelainepetsch 🥰 https://t.co/fOrkZszMMA,False,en,7,0,2021-02-26 17:55:43,1365359908271624202,"['need', 'see', 'moment', 'riverdale', 'riverdaleseason5', 'riverdalerp', 'choni']",need see moment riverdale riverdaleseason5 riverdalerp choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@La_choni_buena Sexy make up and amazing lips 👌👄,False,en,0,0,2021-02-26 17:54:55,1365359703061127170,"['sexy', 'make', 'amazing', 'lips']",sexy make amazing lips,0.0,0.455,0.545,0.802,0.0,0.455,0.545,0.802,0.0,0.455,0.545,0.802,0.0,0.455,0.545,0.802,0.0,0.455,0.545,0.802
"i’m all for choni angst but toni has the purest heart and soul in the world and i hate seeing her upset, especially over someone she’s been in love with for almost 8 years who she thinks doesn’t love her back",False,en,54,5,2021-02-26 17:53:21,1365359310742650884,"['choni', 'angst', 'toni', 'purest', 'heart', 'soul', 'world', 'hate', 'seeing', 'upset', 'especially', 'someone', 'love', 'almost', '8', 'years', 'thinks', 'love', 'back']",choni angst toni purest heart soul world hate seeing upset especially someone love almost 8 years thinks love back,0.153,0.636,0.211,0.631,0.153,0.636,0.211,0.631,0.153,0.636,0.211,0.631,0.153,0.636,0.211,0.631,0.153,0.636,0.211,0.631
@Emily86576714 @chonibIossom I legit generally think minerva kisses cheryl to cause trouble. Cheryl pulls away but toni doesn't see her pulling away just the initial kiss part and then more choni tension! Choni is end game if the writers don't reunite choni there will be a war not a riot,False,en,12,0,2021-02-26 17:51:56,1365358953656438789,"['legit', 'generally', 'think', 'minerva', 'kisses', 'cheryl', 'cause', 'trouble', 'cheryl', 'pulls', 'away', 'toni', 'see', 'pulling', 'away', 'initial', 'kiss', 'part', 'choni', 'tension', 'choni', 'end', 'game', 'writers', 'reunite', 'choni', 'war', 'riot']",legit generally think minerva kisses cheryl cause trouble cheryl pulls away toni see pulling away initial kiss part choni tension choni end game writers reunite choni war riot,0.176,0.666,0.158,-0.2786,0.176,0.666,0.158,-0.2786,0.176,0.666,0.158,-0.2786,0.176,0.666,0.158,-0.2786,0.176,0.666,0.158,-0.2786
choni still endgame they have just entered to their enchanted era 😼 https://t.co/6hUVRY8TLF,False,en,4,0,2021-02-26 17:51:51,1365358935134392321,"['choni', 'still', 'endgame', 'entered', 'enchanted', 'era']",choni still endgame entered enchanted era,0.0,0.809,0.191,0.3818,0.0,0.809,0.191,0.3818,0.0,0.809,0.191,0.3818,0.0,0.809,0.191,0.3818,0.0,0.809,0.191,0.3818
@chonibIossom I'm scared because someone decribed choni with a ring but said it might be for individuals,False,en,5,0,2021-02-26 17:49:40,1365358383839207428,"['scared', 'someone', 'decribed', 'choni', 'ring', 'said', 'might', 'individuals']",scared someone decribed choni ring said might individuals,0.115,0.885,0.0,-0.2382,0.115,0.885,0.0,-0.2382,0.115,0.885,0.0,-0.2382,0.115,0.885,0.0,-0.2382,0.115,0.885,0.0,-0.2382
RT @tonidaIe: i would actually love this but i fear ppl would start shipping them more than choni which is fine but i don’t know if i could…,True,en,0,1,2021-02-26 17:47:36,1365357864575983620,"['would', 'actually', 'love', 'fear', 'ppl', 'would', 'start', 'shipping', 'choni', 'fine', 'know', 'could']",would actually love fear ppl would start shipping choni fine know could,0.143,0.698,0.159,-0.128,0.143,0.698,0.159,-0.128,0.143,0.698,0.159,-0.128,0.143,0.698,0.159,-0.128,0.143,0.698,0.159,-0.128
so choni push and pull ends in 5x08?? https://t.co/UjxsmJmiT8,False,en,16,0,2021-02-26 17:47:30,1365357836620955653,"['choni', 'push', 'pull', 'ends', '5x08']",choni push pull ends 5x08,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
what if the pushing and pulling just ends up with choni pushing each other away forever 🧍‍♂️,False,en,12,0,2021-02-26 17:47:06,1365357737836748805,"['pushing', 'pulling', 'ends', 'choni', 'pushing', 'away', 'forever']",pushing pulling ends choni pushing away forever,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@robynchoni Deffo. I reckon it will either cause more choni tension with cheryl doing it to push toni away due to the god dang curse. Or someone lays it on cheryl and cheryl is shocked and then pishes them away and realises her feelings more. It could even be to get back at toni for vixens,False,en,3,0,2021-02-26 17:46:57,1365357699664388106,"['deffo', 'reckon', 'either', 'cause', 'choni', 'tension', 'cheryl', 'push', 'toni', 'away', 'due', 'god', 'dang', 'curse', 'someone', 'lays', 'cheryl', 'cheryl', 'shocked', 'pishes', 'away', 'realises', 'feelings', 'could', 'even', 'get', 'back', 'toni', 'vixens']",deffo reckon either cause choni tension cheryl push toni away due god dang curse someone lays cheryl cheryl shocked pishes away realises feelings could even get back toni vixens,0.136,0.83,0.034,-0.7414,0.136,0.83,0.034,-0.7414,0.136,0.83,0.034,-0.7414,0.136,0.83,0.034,-0.7414,0.136,0.83,0.034,-0.7414
ok but why have so much sexual tension in that choni scene only to make cheryl go kiss someone else 🙄,False,en,13,0,2021-02-26 17:46:18,1365357534614327299,"['ok', 'much', 'sexual', 'tension', 'choni', 'scene', 'make', 'cheryl', 'go', 'kiss', 'someone', 'else']",ok much sexual tension choni scene make cheryl go kiss someone else,0.13,0.663,0.207,0.2393,0.13,0.663,0.207,0.2393,0.13,0.663,0.207,0.2393,0.13,0.663,0.207,0.2393,0.13,0.663,0.207,0.2393
y’all are a little too confident about choni being endgame lmaoo anything can happen between now and the end of the able,False,en,5,0,2021-02-26 17:45:45,1365357396571389953,"['little', 'confident', 'choni', 'endgame', 'lmaoo', 'anything', 'happen', 'end', 'able']",little confident choni endgame lmaoo anything happen end able,0.0,0.873,0.127,0.4445,0.0,0.873,0.127,0.4445,0.0,0.873,0.127,0.4445,0.0,0.873,0.127,0.4445,0.0,0.873,0.127,0.4445
RT @artscouncil_ie: This Sunday 28 Feb: @musicforgalway's Bookends Spring season cont. w/ 'Pianist Showcase' feat. Sae Yoon Chon and Dmytro…,False,en,0,3,2021-02-26 17:45:44,1365357394230996993,"['sunday', '28', 'feb', 'bookends', 'spring', 'season', 'cont', 'w', 'pianist', 'showcase', 'feat', 'sae', 'yoon', 'chon', 'dmytro']",sunday 28 feb bookends spring season cont w pianist showcase feat sae yoon chon dmytro,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
same goes for cheryltabitha midgame choni endgame 😌💞,False,en,4,0,2021-02-26 17:45:14,1365357269639127046,"['goes', 'cheryltabitha', 'midgame', 'choni', 'endgame']",goes cheryltabitha midgame choni endgame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
thinking about choni’s reunion kiss after all this angst is over,False,en,6,0,2021-02-26 17:44:40,1365357124549808129,"['thinking', 'choni', 'reunion', 'kiss', 'angst']",thinking choni reunion kiss angst,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215,0.0,0.781,0.219,0.4215
Cheryl &amp; Tabitha kiss leading to choni exs to lovers whilst Veronica divorces chad &amp; she falls in love with Tabitha 💃🏻,False,en,1,0,2021-02-26 17:43:47,1365356902083940360,"['cheryl', 'amp', 'tabitha', 'kiss', 'leading', 'choni', 'exs', 'lovers', 'whilst', 'veronica', 'divorces', 'chad', 'amp', 'falls', 'love', 'tabitha']",cheryl amp tabitha kiss leading choni exs lovers whilst veronica divorces chad amp falls love tabitha,0.0,0.646,0.354,0.886,0.0,0.646,0.354,0.886,0.0,0.646,0.354,0.886,0.0,0.646,0.354,0.886,0.0,0.646,0.354,0.886
RT @lovemesometopaz: i can’t even describe how much seeing vanessa’s face makes my day better https://t.co/0wxQc6hunD,False,en,0,23,2021-02-26 17:43:27,1365356818076229633,"['even', 'describe', 'much', 'seeing', 'vanessa', 'face', 'makes', 'day', 'better']",even describe much seeing vanessa face makes day better,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404,0.0,0.828,0.172,0.4404
@emloveschoni Why are they doing this to choni 😭😑,False,en,1,0,2021-02-26 17:41:27,1365356315686670336,['choni'],choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @adoreschoni: — you know i love you with every ounce of my soul. https://t.co/EnuSL6cY20,False,en,0,94,2021-02-26 17:40:46,1365356143233687552,"['know', 'love', 'every', 'ounce', 'soul']",know love every ounce soul,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369,0.0,0.741,0.259,0.6369
RT @livetweetdisbih: TONI NATION WON!!! 😭😍🥺💘💝💖 https://t.co/ifYTlNfPNM,False,en,0,80,2021-02-26 17:39:05,1365355721429299201,"['toni', 'nation']",toni nation,0.0,0.531,0.469,0.7437,0.0,0.531,0.469,0.7437,0.0,0.531,0.469,0.7437,0.0,0.531,0.469,0.7437,0.0,0.531,0.469,0.7437
RT @chonisational: If Cheryl Blossom is not doing everything she can to get this woman back i’m gonna have a serious conversation with her…,False,en,0,9,2021-02-26 17:38:50,1365355658854465536,"['cheryl', 'blossom', 'everything', 'get', 'woman', 'back', 'gonna', 'serious', 'conversation']",cheryl blossom everything get woman back gonna serious conversation,0.056,0.944,0.0,-0.0772,0.056,0.944,0.0,-0.0772,0.056,0.944,0.0,-0.0772,0.056,0.944,0.0,-0.0772,0.056,0.944,0.0,-0.0772
"@honiagyan U didn't answer tho, choni?",False,en,0,0,2021-02-26 17:38:00,1365355448057163779,"['u', 'answer', 'tho', 'choni']",u answer tho choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@sheenar1382 if you do just skip everything before 5x03 💀 cuz nothing matters besides the time jump at this point (except for choni obv),False,en,0,0,2021-02-26 17:36:30,1365355071425421312,"['skip', 'everything', '5x03', 'cuz', 'nothing', 'matters', 'besides', 'time', 'jump', 'point', 'except', 'choni', 'obv']",skip everything 5x03 cuz nothing matters besides time jump point except choni obv,0.047,0.953,0.0,-0.0191,0.047,0.953,0.0,-0.0191,0.047,0.953,0.0,-0.0191,0.047,0.953,0.0,-0.0191,0.047,0.953,0.0,-0.0191
i’ve waited 8 months for choni endgame i can wait 4 more,False,en,8,0,2021-02-26 17:34:38,1365354598756679681,"['waited', '8', 'months', 'choni', 'endgame', 'wait', '4']",waited 8 months choni endgame wait 4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@madelainepetsch you dont know how confused the choni fandom is right now https://t.co/ozNF2ZaEWQ,False,en,1,0,2021-02-26 17:31:10,1365353729629835268,"['dont', 'know', 'confused', 'choni', 'fandom', 'right']",dont know confused choni fandom right,0.0,0.859,0.141,0.2411,0.0,0.859,0.141,0.2411,0.0,0.859,0.141,0.2411,0.0,0.859,0.141,0.2411,0.0,0.859,0.141,0.2411
"@chonibIossom 🤦🏾‍♀️ if Choni doesn’t get back together before the mid season finale, I’m throwing hands.",False,en,20,0,2021-02-26 17:26:50,1365352638292889608,"['choni', 'get', 'back', 'together', 'mid', 'season', 'finale', 'throwing', 'hands']",choni get back together mid season finale throwing hands,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Bro all these choni edits LEAVE ME ALONE IT IS NOT THE TIME FOR THIS WHAT THE FUCK,False,en,0,0,2021-02-26 17:26:05,1365352450979467267,"['bro', 'choni', 'edits', 'leave', 'alone', 'time', 'fuck']",bro choni edits leave alone time fuck,0.372,0.628,0.0,-0.8359,0.372,0.628,0.0,-0.8359,0.372,0.628,0.0,-0.8359,0.372,0.628,0.0,-0.8359,0.372,0.628,0.0,-0.8359
[crying over choni again] https://t.co/T6DhTcSj8A,False,en,42,2,2021-02-26 17:24:30,1365352050603737092,"['crying', 'choni']",crying choni,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
am i the only one excited to see who it will be? i mean ofc choni endgame but like im looking forward to this... https://t.co/nLMzQsxXvt,True,en,0,0,2021-02-26 17:24:12,1365351976758837255,"['one', 'excited', 'see', 'mean', 'ofc', 'choni', 'endgame', 'like', 'im', 'looking', 'forward']",one excited see mean ofc choni endgame like im looking forward,0.0,0.809,0.191,0.6059,0.0,0.809,0.191,0.6059,0.0,0.809,0.191,0.6059,0.0,0.809,0.191,0.6059,0.0,0.809,0.191,0.6059
@chonistyles Put choni back together,False,en,10,0,2021-02-26 17:20:24,1365351020524691464,"['put', 'choni', 'back', 'together']",put choni back together,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Choni break down hour https://t.co/mABL1WDKv5,False,en,4,0,2021-02-26 17:11:55,1365348881840635905,"['choni', 'break', 'hour']",choni break hour,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
